customer_id,customer_identifier_hash,first_name,last_name,date_of_birth,gender,province,email_masked,mobile_masked,bank_name,account_type,is_verified,created_at,is_repeat_customer,employment_status,net_income_zar
999,73F9A7DF7022,Francois,Zulu,1976-06-12,Male,Mpumalanga,fra***@gmail.com,+27 84 4****,Nedbank,Savings,1,2023-01-31 16:32:35,0,employed,71358.14
1000,1C5316BB37A2,Priya,Mokoena,,,Free State,pri***@icloud.com,+27 74 4****,Capitec,Cheque,1,2025-06-17 17:19:28,0,EMPLOYED,41987.02
1001,4764B860D935,Lerato,De Villiers,1983-12-04,Female,North West,ler***@yahoo.co.za,+27 78 7****,Absa,CHEQUE,1,2023-08-05 20:27:08,1,EMPLOYED,64106.91
1002,0250A7C63027,Amina,Dlamini,1974-06-12,Prefer not to say,Western Cape,ami***@webmail.co.za,+27 82 5****,Capitec,savings,0,2024-07-19 10:31:58,0,Employed,77028.67
1003,397CF5206C62,Zanele,Hendricks,1987-06-20,Male,Northern Cape,zan***@yahoo.co.za,+27 85 5****,Capitec,savings,1,2026-04-03 09:01:32,0,,27027.73
1004,3C39D45015C4,Ayesha,De Villiers,1986-11-16,Female,Northern Cape,aye***@outlook.com,,Nedbank,savings,1,2023-06-30 08:23:23,1,,13102.01
1005,5C82799F,Lerato,Daniels,1975-07-10,Female,Free State,ler***@gmail.com,+27 74 6****,TymeBank,Savings,1,2024-03-08 16:18:28,0,,62969.36
1006,E50178BA,Zanele,Pillay,1982-03-24,F,Free State,zan***@webmail.co.za,+27 71 3****,FNB,Cheque,1,2025-06-08 20:15:28,0,employed,56979.24
1007,7B4F9A7C7572,Fatima,Botha,2004-10-06,Prefer not to say,Eastern Cape,fat***@yahoo.co.za,+27 78 4****,TymeBank,,0,2025-02-14 07:54:35,0,Unemployed,49186.24
1008,59F7ABA6150F,Nokwanda,Du Plessis,1969-02-22,F,KwaZulu-Natal,nok***@outlook.com,+27 74 5****,TymeBank,,1,2023-05-12 13:32:26,0,Unemployed,79201.9
1009,445983F49B9C,Amina,Du Plessis,1980-01-09,F,Free State,ami***@icloud.com,+27 85 1****,,Cheque,1,2025-05-19 15:40:16,0,Self-Employed,73661.63
1010,8B9648192591,Michael,De Villiers,1991-02-09,Male,Gauteng,mic***@yahoo.co.za,+27 72 9****,FNB,Savings,1,2024-12-12 07:51:21,0,Unemployed,22657.43
1011,77E92D9B6C19,Nomsa,Zulu,1968-09-03,M,North West,nom***@webmail.co.za,+27 71 8****,FNB,Savings,1,2026-06-14 09:47:52,0,,16332.6
1012,0DC47EF8C77A,Francois,Botha,1987-08-27,M,Mpumalanga,fra***@outlook.com,+27 84 5****,Discovery Bank,savings,1,2024-02-01 08:19:55,0,EMPLOYED,59867.99
1013,146EFEEA057D,Liesl,Dlamini,1979-01-14,Prefer not to say,North West,lie***@yahoo.co.za,,,Cheque,0,2023-06-28 12:26:27,0,Unemployed,8242.68
1014,A45ABD9F8071,Mandla,Petersen,1991-06-11,Female,KwaZulu-Natal,man***@webmail.co.za,+27 73 5****,Capitec,savings,1,2026-01-31 22:02:27,0,Unemployed,10701.15
1015,408C3A075BC7,Lerato,Petersen,1998-02-28,Non-binary,Eastern Cape,ler***@yahoo.co.za,+27 76 8****,Discovery Bank,savings,1,2025-06-24 16:12:09,0,EMPLOYED,7405.04
1016,A9D04A6940CC,Mandla,Mabunda,1981-07-24,Male,Western Cape,man***@yahoo.co.za,+27 71 8****,Nedbank,savings,1,2024-05-22 14:26:12,1,Employed,58150.12
1017,577E9F899157,Fatima,Van Wyk,1994-12-28,Non-binary,,,+27 76 5****,FNB,Cheque,0,2024-03-10 22:05:28,0,Pensioner,39051.0
1018,3AD9E93670CC,Liesl,Daniels,1987-10-04,F,Western Cape,lie***@gmail.com,+27 84 8****,TymeBank,CHEQUE,1,2024-08-11 22:01:33,0,EMPLOYED,33928.03
1019,3702FCE3ACA3,Gareth,Hendricks,1987-03-24,Prefer not to say,Western Cape,gar***@webmail.co.za,+27 85 4****,TymeBank,Savings,0,2025-04-21 07:48:08,0,,76959.26
1020,EF145E25,Sarah,Du Plessis,1966-12-04,M,Limpopo,,+27 74 2****,TymeBank,Savings,1,2025-08-03 21:52:31,0,,25814.77
1021,664B3D1DD27C,Nadine,Steyn,1989-09-05,F,Free State,nad***@outlook.com,+27 84 4****,Nedbank,Cheque,1,2023-09-04 13:23:25,1,,67543.14
1022,A88361417697,Nokwanda,Mthembu,,Non-binary,North West,nok***@webmail.co.za,+27 83 2****,Standard Bank,savings,1,2025-10-19 21:38:15,0,,74638.09
1023,11A45DC3B4AB,Bongani,Vermeulen,2000-05-07,Female,Western Cape,bon***@webmail.co.za,+27 79 7****,Discovery Bank,Savings,1,2026-03-24 13:13:23,1,,52033.52
1024,F63AD4DCBC2E,Nomsa,Singh,2000-04-02,Prefer not to say,Eastern Cape,,+27 84 7****,Standard Bank,,1,2023-11-19 19:37:54,1,Unemployed,14166.54
1025,0BF8874494E0,Lerato,Jacobs,1973-10-08,Female,Limpopo,ler***@gmail.com,+27 82 8****,Discovery Bank,Savings,0,2023-06-01 11:42:19,1,Unemployed,20479.69
1026,5F361C717BF4,Riaan,Petersen,1969-12-11,Male,,ria***@yahoo.co.za,+27 78 5****,Absa,Savings,1,2025-08-01 07:51:33,0,,47947.25
1027,2C294B75F23A,Deon,Vermeulen,1982-05-26,F,Limpopo,deo***@outlook.com,+27 71 2****,Nedbank,CHEQUE,1,2023-08-21 13:09:48,1,Unemployed,76493.26
1028,18E7F9403C57,Fatima,Du Plessis,1969-02-03,Male,Free State,fat***@outlook.com,+27 78 4****,,Cheque,0,2024-11-30 15:50:24,1,Self-Employed,
1029,EC49A53C2109,Ayesha,Mthembu,1980-11-10,Non-binary,Limpopo,aye***@gmail.com,+27 74 6****,,,0,2024-11-21 11:04:16,0,EMPLOYED,73447.28
1030,46EC1BF162FB,Gareth,Dlamini,1996-06-13,Male,Mpumalanga,gar***@outlook.com,+27 78 8****,Absa,Savings,1,2024-10-16 10:28:41,0,EMPLOYED,40508.3
1031,8E4971F7E90A,Michael,Steyn,1986-03-24,F,Limpopo,mic***@icloud.com,+27 72 3****,FNB,savings,1,2026-03-28 13:37:07,0,,
1032,F6D2C382A259,Sipho,Sithole,1966-02-15,F,Northern Cape,sip***@yahoo.co.za,+27 83 1****,FNB,Savings,1,2025-07-25 17:38:06,0,Unemployed,57038.65
1033,B85E4816EC48,Bongani,Van Wyk,1974-12-04,Female,Mpumalanga,bon***@yahoo.co.za,+27 76 8****,FNB,savings,1,2025-09-03 09:40:15,1,Employed,28485.1
1034,767AD51EF549,Pieter,Sithole,1980-09-14,Female,Eastern Cape,pie***@icloud.com,+27 79 8****,,CHEQUE,0,2023-06-03 08:28:41,0,Self-Employed,
1035,9F9790FECDE0,Zanele,Van Wyk,1967-06-28,Prefer not to say,KwaZulu-Natal,zan***@yahoo.co.za,+27 78 3****,Discovery Bank,Cheque,1,2025-06-08 14:37:35,0,EMPLOYED,46666.33
1036,8DC2F86D5ECC,Nomsa,Sithole,1997-10-07,Prefer not to say,Free State,nom***@outlook.com,+27 74 4****,,savings,1,2023-06-15 20:43:37,1,EMPLOYED,19337.69
1037,DA75423CEA0A,Riaan,Mthembu,,Prefer not to say,Northern Cape,ria***@icloud.com,+27 79 3****,Nedbank,CHEQUE,1,2024-05-01 07:51:20,0,Employed,66740.45
1038,D7BAE806B264,Priya,De Villiers,1982-12-06,Female,Mpumalanga,pri***@icloud.com,+27 85 8****,TymeBank,,1,2025-10-16 16:21:06,1,,37166.61
1039,C2FFD757C753,Liesl,Pillay,2003-01-28,Female,Limpopo,lie***@webmail.co.za,+27 71 8****,Discovery Bank,Cheque,1,2023-08-18 11:33:05,0,Employed,70490.25
1040,88BBF65CD32B,Gareth,Pillay,2001-04-12,Female,Gauteng,gar***@yahoo.co.za,+27 79 3****,,savings,0,2024-05-03 10:57:01,0,Self-Employed,9037.86
1041,6ED1DE22,Bongani,Coetzee,1981-11-27,Female,Limpopo,bon***@gmail.com,+27 73 1****,Capitec,Savings,1,2023-04-04 11:33:16,0,Employed,46261.46
1042,C73FE6E1A274,Gareth,Vermeulen,1977-03-25,Female,Western Cape,gar***@webmail.co.za,+27 74 4****,Capitec,Savings,1,2024-08-25 19:00:04,0,EMPLOYED,19945.83
1043,F1DB76B71E14,Liesl,Zulu,1994-10-10,Female,Mpumalanga,lie***@gmail.com,+27 72 8****,Nedbank,CHEQUE,1,2025-10-02 20:30:47,0,Unemployed,21330.32
1044,EA6502945D6F,Nokwanda,Petersen,1973-04-20,,Northern Cape,nok***@gmail.com,+27 78 4****,Nedbank,Savings,1,2024-04-02 15:07:34,0,Pensioner,48405.42
1045,149A84137A98,Fatima,Pillay,1967-04-21,M,Gauteng,fat***@webmail.co.za,+27 71 4****,Nedbank,Cheque,1,2023-06-16 17:16:01,0,Self-Employed,68558.0
1046,221000078C7F,Thandi,Jacobs,1968-12-15,,Mpumalanga,tha***@yahoo.co.za,+27 85 4****,Discovery Bank,CHEQUE,1,2026-04-30 20:29:29,1,EMPLOYED,59743.86
1047,C29508325FB2,Sipho,Daniels,,M,Gauteng,sip***@gmail.com,+27 78 7****,Capitec,,1,2024-09-28 20:26:30,0,employed,76327.71
1048,52AC1F5451C1,Sarah,Jacobs,1983-05-27,Male,Western Cape,sar***@gmail.com,+27 73 4****,TymeBank,savings,1,2025-08-07 14:08:19,0,EMPLOYED,44758.37
1049,91A63BFB50DE,Amina,Mabunda,1981-10-26,Female,Gauteng,ami***@icloud.com,+27 84 2****,Nedbank,,1,2023-09-06 10:59:59,1,Employed,36950.38
1050,3438B59DEC09,Zanele,Jacobs,1980-02-27,Male,Mpumalanga,zan***@outlook.com,+27 82 3****,FNB,CHEQUE,1,2024-08-29 07:52:50,0,Self-Employed,28640.18
1051,DD2300D5A306,Nokwanda,Jacobs,1978-02-03,Male,Western Cape,nok***@webmail.co.za,+27 74 1****,FNB,savings,1,2025-06-15 14:47:48,0,,24913.56
1052,C1F43679FA23,Sarah,Dlamini,1972-07-04,Non-binary,Free State,sar***@yahoo.co.za,+27 82 8****,FNB,Cheque,1,2025-01-25 08:34:06,0,,66277.07
1053,4827CFCCF92C,Michael,Sithole,03-07-1977,F,Mpumalanga,mic***@gmail.com,+27 82 4****,TymeBank,Savings,1,2024-03-09 18:16:50,0,Self-Employed,26037.41
1054,143E0A825232,Amina,Singh,1995-05-10,Non-binary,Western Cape,ami***@icloud.com,+27 73 4****,FNB,CHEQUE,1,2024-03-01 22:29:37,1,,79815.46
1055,2872BC299F9B,Gareth,Hendricks,1989-01-19,Non-binary,Mpumalanga,gar***@gmail.com,+27 71 6****,TymeBank,,1,2023-10-21 19:08:23,0,EMPLOYED,20096.89
1056,912664C99075,Michael,Van Wyk,1973-06-02,Female,Northern Cape,mic***@webmail.co.za,+27 78 2****,Discovery Bank,savings,1,2024-11-19 16:38:44,0,EMPLOYED,68204.26
1057,500356381E5D,Sipho,Sithole,1993-12-07,Female,Gauteng,sip***@yahoo.co.za,+27 73 3****,TymeBank,CHEQUE,1,2025-04-16 15:45:01,0,Employed,74226.17
1058,6BDBA884174B,Liesl,Dlamini,1970-03-18,Female,KwaZulu-Natal,lie***@webmail.co.za,+27 76 7****,FNB,Cheque,1,2025-10-01 22:50:17,1,Self-Employed,28875.92
1059,AF22F193BF5D,Zanele,Vermeulen,1994-04-24,F,Gauteng,zan***@gmail.com,+27 71 6****,Capitec,savings,1,2025-02-28 19:50:59,0,Self-Employed,10121.24
1060,FB6FE779DE17,Amina,Ngcobo,,Prefer not to say,Mpumalanga,ami***@webmail.co.za,+27 74 2****,FNB,savings,1,2025-11-25 17:03:57,1,EMPLOYED,55238.12
1061,4AEEA4F038C0,Palesa,VERMEULEN,,Female,Northern Cape,pal***@gmail.com,+27 76 4****,TymeBank,CHEQUE,0,2024-04-25 13:04:52,0,,63482.39
1062,A88BACC1D50D,Priya,Mthembu,15/02/1987,Prefer not to say,Limpopo,pri***@outlook.com,+27 76 2****,Capitec,CHEQUE,1,2025-11-22 22:20:21,0,Employed,48128.03
1063,04CA94CC0A20,Bongani,Daniels,1983-10-27,Prefer not to say,KwaZulu-Natal,bon***@gmail.com,+27 73 1****,FNB,savings,1,2023-04-05 15:58:25,1,Employed,33954.95
1064,43C9005494F6,Fatima,Mahlangu,1977-10-10,Prefer not to say,Western Cape,fat***@webmail.co.za,+27 78 6****,,,1,2025-07-26 11:27:18,0,employed,22711.26
1065,B9B907E256D2,Nomsa,Mahlangu,1985-04-15,Male,Limpopo,nom***@outlook.com,+27 76 3****,Absa,,1,2024-02-16 19:22:04,0,Unemployed,48492.87
1066,FD3B3AFF833E,Riaan,Coetzee,1973-01-27,Female,Eastern Cape,ria***@yahoo.co.za,+27 82 2****,,savings,1,2026-03-25 18:50:37,0,Unemployed,57922.95
1067,018742C34B12,Mandla,KHUMALO,1966-01-19,M,Western Cape,,+27 74 9****,FNB,savings,1,2024-06-30 21:55:46,0,,60227.53
1068,B1A5389FA735,Sarah,Daniels,1966-08-09,Male,Limpopo,sar***@yahoo.co.za,+27 83 5****,TymeBank,CHEQUE,1,2025-06-13 12:55:05,0,Pensioner,64999.3
1069,8AB967760811,Priya,Zulu,1981-06-27,Prefer not to say,Limpopo,pri***@gmail.com,+27 84 6****,Standard Bank,savings,0,2023-06-18 12:08:13,1,employed,67587.35
1070,224F58CD,Lerato,Dlamini,1985-10-26,F,Limpopo,ler***@webmail.co.za,+27 82 1****,TymeBank,CHEQUE,1,2025-03-10 07:18:20,0,employed,22300.49
1071,CCD1606DA3C2,Sipho,Khumalo,1984-06-15,Prefer not to say,North West,sip***@webmail.co.za,+27 71 6****,Nedbank,savings,0,2026-04-15 20:19:21,0,,32281.76
1072,E6954B4C4B93,Palesa,Langa,1998-08-17,F,,pal***@gmail.com,+27 84 2****,TymeBank,CHEQUE,1,2023-03-13 08:24:51,0,Self-Employed,69563.03
1073,EF937396CDC0,Deon,Daniels,1980-03-26,M,Eastern Cape,deo***@gmail.com,+27 83 3****,Absa,savings,1,2024-10-16 18:08:44,0,Unemployed,34452.15
1074,93D99228C5A5,Pieter,Van Wyk,1991-10-15,Prefer not to say,Northern Cape,pie***@gmail.com,+27 78 4****,Nedbank,Cheque,0,2026-01-16 18:45:56,0,EMPLOYED,39798.15
1075,2B05A7F41C96,Nadine,Zulu,1989-01-23,F,Limpopo,nad***@webmail.co.za,+27 73 7****,TymeBank,savings,1,2025-01-11 10:31:37,0,Self-Employed,47344.21
1076,FEB72744764D,Michael,Petersen,,Male,Mpumalanga,mic***@outlook.com,+27 85 5****,FNB,savings,1,2023-03-26 15:57:22,0,Self-Employed,66163.2
1077,0C4F631514B6,Sarah,Steyn,1976-03-02,Female,,sar***@outlook.com,+27 78 3****,,Savings,1,2024-10-03 16:04:43,0,,71310.91
1078,D0353FFFACA3,Trevor,De Villiers,1968-08-09,Female,,tre***@yahoo.co.za,+27 74 1****,Capitec,Savings,0,2024-04-27 17:44:44,1,Self-Employed,41672.24
1079,ADA60650F875,Zanele,Singh,1992-06-11,Female,Limpopo,zan***@gmail.com,+27 79 5****,TymeBank,Cheque,1,2023-09-19 15:11:29,0,,
1080,CFE8AA194738,Gareth,Dlamini,1978-05-27,F,Mpumalanga,gar***@outlook.com,+27 84 1****,Nedbank,Cheque,1,2026-05-14 10:09:28,0,employed,57261.31
1081,FEA4D24D2357,Nkosi,Mabunda,1970-05-26,,Free State,,+27 76 9****,Absa,CHEQUE,1,2024-03-06 12:47:49,0,employed,16051.56
1082,695252C906D9,Riaan,Mokoena,1968-08-21,Non-binary,Northern Cape,ria***@icloud.com,+27 82 2****,FNB,savings,1,2023-03-31 08:57:03,0,Self-Employed,15538.3
1083,252D1091D328,Sarah,Vermeulen,1995-08-11,Non-binary,Western Cape,sar***@outlook.com,+27 76 9****,Discovery Bank,CHEQUE,1,2024-08-06 09:21:18,0,EMPLOYED,14081.56
1084,CB03D66D90F4,Trevor,Zulu,1969-09-12,Non-binary,Mpumalanga,,+27 85 8****,Standard Bank,Cheque,1,2024-07-11 15:40:08,0,Employed,18800.87
1085,DAE69B9449C9,Bongani,Petersen,1981-06-12,Female,Free State,bon***@outlook.com,+27 76 3****,Discovery Bank,Savings,1,2023-11-14 12:37:35,1,,63437.24
1086,ADCBAFCB45A3,Nadine,Hendricks,1977-10-05,Non-binary,KwaZulu-Natal,nad***@icloud.com,+27 74 7****,Standard Bank,Cheque,1,2025-10-18 19:29:43,0,Employed,37872.63
1087,D0A53F1D30A1,Fatima,Khumalo,1992-07-13,F,Limpopo,fat***@yahoo.co.za,+27 71 6****,FNB,CHEQUE,1,2024-01-13 19:24:36,1,Self-Employed,63354.6
1088,0AD4F3719574,Priya,Sithole,1996-04-21,M,North West,pri***@outlook.com,+27 85 7****,Absa,CHEQUE,1,2023-04-05 18:06:59,0,employed,33975.14
1089,7791BCFEC456,Mandla,Du Plessis,1990-03-17,Prefer not to say,KwaZulu-Natal,man***@gmail.com,+27 85 9****,Standard Bank,savings,1,2024-04-15 16:17:03,1,EMPLOYED,70162.03
1090,DC420CEB4E28,Nomsa,Mokoena,,Female,Eastern Cape,nom***@icloud.com,+27 71 1****,,CHEQUE,1,2025-01-21 12:01:00,1,Self-Employed,32285.93
1091,530EF96954C2,Trevor,Ngcobo,,M,KwaZulu-Natal,tre***@icloud.com,,Capitec,savings,0,2023-07-20 21:31:40,0,Pensioner,
1092,CA67449860B6,Riaan,Mokoena,1971-11-19,Female,KwaZulu-Natal,ria***@yahoo.co.za,+27 83 8****,Capitec,CHEQUE,1,2023-08-25 10:29:40,0,EMPLOYED,38914.7
1093,CC4A276297C7,Nadine,Langa,1976-01-28,Male,Northern Cape,nad***@icloud.com,+27 73 9****,Standard Bank,,1,2024-03-15 12:16:44,0,employed,56243.08
1094,9F94988DF033,Lerato,Steyn,1993-07-06,Male,Mpumalanga,ler***@outlook.com,+27 79 6****,,CHEQUE,1,2025-06-05 21:50:53,0,EMPLOYED,49835.21
1095,2441B49DED38,Sipho,Zulu,09-13-1977,Male,Limpopo,sip***@gmail.com,+27 85 1****,Capitec,savings,1,2024-12-02 07:28:20,0,Employed,42635.04
1096,5B08AE0FD967,Fatima,Arendse,1996-08-02,,Eastern Cape,fat***@yahoo.co.za,+27 71 4****,Absa,,0,2025-06-23 12:29:41,0,Self-Employed,15315.9
1097,0ED92C26,Thandi,Dlamini,,Female,Free State,tha***@gmail.com,,,,1,2024-07-13 22:51:04,0,,34465.77
1098,1AEDFE2F34FF,Nkosi,Coetzee,1992-09-18,Non-binary,North West,nko***@yahoo.co.za,+27 72 3****,Nedbank,Savings,1,2024-07-15 17:44:26,0,,39854.16
1099,62FAE41B8422,Ayesha,Coetzee,,Female,North West,aye***@webmail.co.za,+27 71 2****,,savings,1,2025-07-14 12:28:29,1,Unemployed,
1100,FCB15A53A7B8,Liesl,Vermeulen,2002-11-23,F,KwaZulu-Natal,lie***@outlook.com,+27 78 8****,,,1,2024-05-12 19:42:27,1,EMPLOYED,44638.14
1101,B0B27D1F9167,Fatima,Langa,1983-05-05,F,Eastern Cape,fat***@webmail.co.za,+27 73 5****,Discovery Bank,Cheque,1,2025-03-10 12:03:54,0,Pensioner,23438.24
1102,4AA2E4EE6CA7,Sipho,Botha,1973-02-12,Prefer not to say,KwaZulu-Natal,sip***@outlook.com,,Absa,savings,1,2024-09-19 13:17:55,0,Self-Employed,12893.97
1103,15C0ED3A82FF,Deon,Botha,1983-10-11,F,Limpopo,deo***@gmail.com,+27 72 2****,Standard Bank,Cheque,1,2024-08-13 12:37:38,0,Self-Employed,59633.0
1104,BE442BDC3F8C,Gareth,Mahlangu,2004-09-16,Male,Gauteng,gar***@outlook.com,+27 82 6****,,CHEQUE,1,2023-12-18 15:20:47,1,,42737.91
1105,EA5B3F180C02,Mandla,Hendricks,1980-12-16,,Gauteng,man***@webmail.co.za,+27 84 4****,Standard Bank,CHEQUE,1,2024-09-25 10:56:51,1,,9789.61
1106,AB600C1B,Palesa,Steyn,1967-07-11,Male,KwaZulu-Natal,,+27 76 8****,Standard Bank,CHEQUE,1,2024-04-09 11:07:59,1,Employed,71642.31
1107,7C3677BCE987,Riaan,Mahlangu,2000-05-05,F,North West,ria***@gmail.com,+27 76 1****,FNB,Savings,0,2025-09-27 12:15:45,0,Employed,31547.36
1108,4FFBE42E53D8,Francois,Steyn,1985-12-20,Prefer not to say,North West,fra***@icloud.com,+27 78 4****,Standard Bank,Cheque,1,2023-02-02 22:19:46,0,Employed,21381.36
1109,4A0827EAFAA0,Nokwanda,Langa,,Female,Free State,nok***@icloud.com,+27 84 7****,Capitec,CHEQUE,1,2025-08-16 19:01:58,0,Unemployed,64789.89
1110,F65EE89078A3,Ayesha,Du Plessis,1983-03-13,,KwaZulu-Natal,aye***@gmail.com,+27 84 7****,Absa,Cheque,0,2025-08-21 21:48:46,0,Employed,59205.19
1111,50F9BBFF1571,Nokwanda,De Villiers,1985-08-08,F,KwaZulu-Natal,nok***@icloud.com,+27 79 5****,Standard Bank,Cheque,1,2026-04-21 12:39:17,0,Unemployed,20676.92
1112,7EC2D0D64D75,Amina,Botha,2002-10-20,,Northern Cape,ami***@gmail.com,+27 76 2****,Absa,savings,1,2024-11-28 09:45:12,0,Pensioner,30028.21
1113,2C8FE68C9CA4,Sarah,Petersen,1984-03-24,Prefer not to say,Eastern Cape,sar***@icloud.com,+27 83 6****,Nedbank,CHEQUE,1,2024-01-22 13:44:32,0,Unemployed,76583.63
1114,AC5ABED87313,Ayesha,Khumalo,,Non-binary,Gauteng,,+27 73 7****,,CHEQUE,1,2023-04-09 12:43:58,0,Employed,74734.98
1115,E2074F4CD8EA,Priya,Arendse,1996-08-26,Non-binary,Limpopo,pri***@icloud.com,+27 78 9****,Discovery Bank,,1,2023-10-14 19:39:13,0,Unemployed,66693.89
1116,AC6CBAEFFC92,Priya,Jacobs,1977-12-08,Male,Northern Cape,pri***@gmail.com,+27 76 1****,Discovery Bank,CHEQUE,1,2024-10-17 10:47:52,0,Unemployed,40813.4
1117,4A21ADC75B7D,Sarah,Hendricks,2000-04-24,Prefer not to say,KwaZulu-Natal,sar***@yahoo.co.za,+27 73 4****,FNB,savings,0,2025-07-18 21:49:07,1,Unemployed,45275.97
1118,A7F097821B8D,Nomsa,Mahlangu,1970-10-22,Male,Mpumalanga,nom***@yahoo.co.za,+27 79 7****,Standard Bank,savings,1,2023-01-13 07:16:04,0,Self-Employed,16715.83
1119,A2C2B8E8E7FC,Priya,Du Plessis,1989-08-18,Prefer not to say,Mpumalanga,pri***@webmail.co.za,+27 84 7****,FNB,savings,0,2025-10-28 07:03:51,0,,41266.83
1120,44303B39DB5F,Gareth,Singh,1980-05-23,,North West,gar***@yahoo.co.za,+27 78 9****,Absa,Cheque,1,2025-03-29 22:43:57,0,Employed,56004.14
1121,E06A95D4FBB3,Mandla,Du Plessis,1997-02-12,Prefer not to say,Free State,man***@icloud.com,+27 74 4****,Capitec,savings,1,2023-08-27 09:14:13,0,Pensioner,19052.42
1122,09A813B77F73,Liesl,Petersen,1997-03-12,F,North West,lie***@webmail.co.za,+27 83 4****,Discovery Bank,CHEQUE,1,2026-03-16 20:59:14,0,Unemployed,52023.09
1123,E8A63027933A,Trevor,Khumalo,2001-03-06,Male,KwaZulu-Natal,tre***@gmail.com,+27 79 3****,Capitec,CHEQUE,1,2025-12-09 18:42:22,1,,36504.59
1124,839856F4CD84,Trevor,Mokoena,1991-04-12,M,KwaZulu-Natal,tre***@gmail.com,+27 71 9****,TymeBank,,0,2024-09-23 12:45:28,0,,33570.28
1125,CCED886A2D56,Bongani,Jacobs,06-27-1979,,Free State,bon***@icloud.com,+27 79 2****,FNB,Savings,1,2023-12-02 09:29:31,0,,52816.09
1126,C8D9A143029F,Mandla,Ngcobo,,Female,Mpumalanga,man***@outlook.com,+27 85 6****,TymeBank,savings,1,2024-04-05 22:23:13,0,EMPLOYED,54972.1
1127,7A1F07FB1E7B,Trevor,Jacobs,1981-12-11,Male,Mpumalanga,tre***@yahoo.co.za,+27 82 6****,Capitec,CHEQUE,1,2024-08-21 09:32:22,1,,76715.02
1128,5F4C59F6EAAA,Francois,Sithole,1965-12-03,Male,Gauteng,fra***@yahoo.co.za,+27 73 2****,Nedbank,savings,1,2023-02-18 11:36:19,0,employed,19228.39
1129,0BBB062737F3,Pieter,Pillay,,Female,Northern Cape,pie***@gmail.com,+27 84 9****,Nedbank,CHEQUE,1,2024-01-20 11:13:36,0,,19120.2
1130,1D2AF899720A,Sipho,Coetzee,1983-02-05,Female,Northern Cape,sip***@gmail.com,+27 71 9****,TymeBank,Savings,0,2023-01-24 20:25:54,0,Pensioner,38215.65
1131,37AACEB4E8BE,Trevor,Vermeulen,1993-04-10,Male,Gauteng,tre***@webmail.co.za,+27 78 6****,Discovery Bank,CHEQUE,1,2024-10-12 15:25:52,0,Self-Employed,10692.1
1132,98FA87B1B341,Palesa,Mokoena,2002-12-11,Female,Western Cape,pal***@icloud.com,+27 73 4****,FNB,Cheque,1,2023-09-19 17:17:31,0,,
1133,01811AC27811,Thandi,Petersen,04/07/1983,M,Western Cape,tha***@yahoo.co.za,+27 74 7****,Absa,CHEQUE,0,2026-03-21 08:35:38,0,Employed,48078.28
1134,695B7CF47792,Deon,Khumalo,1996-02-17,F,Limpopo,deo***@gmail.com,+27 84 7****,Absa,Savings,0,2026-03-28 16:04:52,1,Unemployed,51608.57
1135,772ED79ED5ED,Deon,Daniels,1979-03-08,,Free State,deo***@yahoo.co.za,,FNB,CHEQUE,1,2025-08-02 16:18:42,1,Employed,43290.01
1136,7E5D4A94B871,Lerato,Steyn,2001-11-07,Prefer not to say,KwaZulu-Natal,ler***@yahoo.co.za,+27 83 4****,Discovery Bank,Savings,1,2025-04-29 08:21:28,0,Pensioner,41996.97
1137,6E9D4E244E8F,Riaan,Mabunda,2000-09-20,Prefer not to say,North West,ria***@outlook.com,,Standard Bank,,0,2024-06-29 22:42:59,1,Pensioner,61298.69
1138,CFEA1495A9A1,Trevor,Khumalo,1983-10-27,Non-binary,Mpumalanga,tre***@yahoo.co.za,+27 76 7****,Discovery Bank,CHEQUE,1,2026-03-20 08:45:07,0,Employed,12726.93
1139,6076897FFCB5,Priya,Arendse,1995-04-26,Prefer not to say,Western Cape,,+27 84 6****,FNB,Cheque,1,2023-05-04 12:48:31,0,employed,8871.55
1140,8748531C18B7,Fatima,Pillay,1987-07-07,M,Mpumalanga,fat***@gmail.com,+27 78 9****,Discovery Bank,Cheque,1,2026-01-18 07:52:40,1,,25200.77
1141,BFB3576AB558,Nadine,Mthembu,1970-07-04,M,Free State,nad***@webmail.co.za,,TymeBank,savings,1,2024-01-15 20:33:06,1,Employed,16626.28
1142,EE1E81A4A001,Pieter,PETERSEN,1976-12-08,Prefer not to say,Eastern Cape,pie***@yahoo.co.za,+27 78 3****,Nedbank,,1,2023-04-15 14:22:25,1,Employed,73614.14
1143,745F043F5429,Sarah,Singh,1977-06-22,M,Mpumalanga,sar***@webmail.co.za,+27 72 2****,Discovery Bank,CHEQUE,1,2025-04-15 17:24:18,1,Unemployed,8790.41
1144,930F3945230F,Nomsa,Sithole,1978-01-19,F,North West,,+27 74 3****,Absa,Savings,1,2023-11-08 07:15:13,0,Unemployed,43667.5
1145,DD3E1F85C59B,Nokwanda,Singh,1983-10-03,Female,Western Cape,nok***@gmail.com,+27 74 8****,Discovery Bank,savings,1,2024-09-18 09:18:48,0,employed,39028.61
1146,295A6C1F655E,Mandla,Jacobs,1975-10-12,,Free State,man***@webmail.co.za,+27 76 5****,Standard Bank,savings,1,2023-08-05 19:57:52,1,Unemployed,77330.29
